time, x, y, z
0.00000, 0.07812, 6.10938, 3.43750 
0.00031, 0.07812, 6.10938, 3.43750 
0.00063, -0.21875, 7.75000, 1.06250 
0.00094, -0.64844, 6.43750, -0.30469 
0.00125, -0.39844, 1.81250, -1.66406 
0.00156, -0.45312, -3.10938, -1.32031 
0.00187, 0.45312, -7.28125, -0.82031 
0.00219, 0.67969, -8.01562, 0.92969 
0.00250, 0.70312, -4.55469, 2.38281 
0.00281, -1.13281, -0.51562, 4.28906 
0.00313, 1.12500, 5.50000, 2.64062 
0.00344, -1.00781, 7.25000, 2.14844 
0.00375, -0.28906, 7.56250, -0.12500 
0.00406, -0.48438, 3.30469, -0.89844 
0.00438, -0.13281, -1.59375, -1.86719 
0.00469, -0.07031, -6.64062, -0.75000 
0.00500, 1.53906, -8.03125, 0.07031 
0.00531, 1.46875, -6.17188, 2.89844 
0.00562, -0.05469, -1.71094, 3.78906 
0.00594, 1.50781, 4.28906, 2.91406 
0.00625, -1.65625, 7.35156, 3.05469 
0.00656, 0.35156, 8.39844, -0.11719 
0.00688, -1.10156, 5.07031, -0.13281 
0.00719, -0.24219, 0.00000, -2.00000 
0.00750, -0.34375, -5.17969, -0.97656 
0.00781, 1.29688, -7.64844, -0.69531 
0.00813, -0.94531, -7.26562, 2.39062 
0.00844, 2.17969, -2.84375, 2.75781 
0.00875, 0.03125, 2.24219, 4.53906 
0.00906, 0.00000, 6.58594, 2.91406 
0.00937, 0.50000, 8.06250, 0.64844 
0.00969, -0.82812, 5.68750, -0.04688 
0.01000, -0.71875, 1.00781, -1.63281 
0.01031, -0.21094, -3.97656, -1.41406 
0.01063, 0.47656, -7.32031, -0.68750 
0.01094, 0.83594, -7.51562, 1.21094 
0.01125, 0.17188, -3.88281, 2.99219 
0.01156, 0.17188, -3.88281, 2.99219 
0.01188, 1.38281, 0.55469, 4.09375 
0.01219, 0.38281, 5.53906, 3.70312 
0.01250, -0.50000, 7.67969, 1.63281 
0.01281, 0.23438, 6.81250, -0.59375 
0.01312, -0.66406, 2.28125, -1.23438 
0.01344, -0.17188, -2.60156, -1.55469 
0.01375, 0.17188, -7.20312, -0.46875 
0.01406, 0.53125, -8.00781, 0.86719 
0.01438, 0.38281, -5.38281, 2.39844 
0.01469, 1.25781, -1.17969, 2.97656 
0.01500, -0.49219, 5.08594, 4.00000 
0.01531, -0.03906, 7.39844, 2.54688 
0.01562, -0.92188, 8.21875, 0.58594 
0.01594, -0.25000, 4.00000, -1.66406 
0.01625, -0.14844, -1.07031, -2.30469 
0.01656, 0.29688, -6.26562, -1.00000 
0.01688, -0.06250, -7.95312, 0.94531 
0.01719, 0.94531, -6.69531, 2.64844 
0.01750, 0.78125, -2.29688, 3.06250 
0.01781, 0.61719, 3.76562, 3.07812 
0.01812, -0.14844, 6.94531, 2.78125 
0.01844, -0.47656, 8.34375, 1.01562 
0.01875, -0.74219, 5.25781, -0.22656 
0.01906, -0.50000, 0.39062, -2.00000 
0.01937, 0.00000, -4.47656, -1.67969 
0.01969, 0.51562, -7.40625, -0.50781 
0.02000, 0.81250, -7.31250, 2.16406 
0.02031, 0.68750, -3.35938, 3.28906 
0.02063, 0.31250, 1.77344, 3.90625 
0.02094, 0.11719, 6.10938, 3.00000 
0.02125, -0.37500, 7.79688, 1.00000 
0.02156, -0.65625, 6.14062, -0.21875 
0.02188, -0.50000, 1.65625, -1.42188 
0.02219, -0.14844, -3.23438, -1.59375 
0.02250, 0.63281, -7.17969, -0.89062 
0.02281, 0.52344, -7.79688, 1.50000 
0.02312, 1.05469, -4.32812, 2.70312 
0.02344, 0.28125, -0.17188, 3.79688 
0.02375, 0.64062, 5.65625, 3.33594 
0.02406, 0.64062, 5.65625, 3.33594 
0.02438, -0.68750, 7.39844, 2.03125 
0.02469, -0.35938, 7.39844, -0.24219 
0.02500, -0.70312, 2.92188, -1.16406 
0.02531, -0.18750, -2.01562, -1.90625 
0.02563, 0.05469, -6.91406, -0.89844 
0.02594, 1.37500, -8.16406, 0.49219 
0.02625, 0.96094, -5.74219, 3.12500 
0.02656, 0.91406, -1.39062, 3.78125 
0.02687, 1.21875, 4.53906, 3.11719 
0.02719, -1.42188, 7.42188, 2.79688 
0.02750, 0.40625, 8.17969, -0.28125 
0.02781, -1.25000, 4.79688, -0.20312 
0.02813, -0.26562, -0.26562, -2.00000 
0.02844, -0.15625, -5.42969, -0.92969 
0.02875, 1.62500, -7.67188, -0.45312 
0.02906, 0.50000, -7.06250, 2.76562 
0.02938, 1.32031, -2.55469, 3.35938 
0.02969, 1.10156, 2.60156, 3.54688 
0.03000, -1.09375, 6.73438, 3.27344 
0.03031, 0.55469, 8.24219, 0.29688 
0.03062, -1.03125, 5.75000, 0.18750 
