time, x, y, z
0.00000, 0.58594, -0.52344, 3.33594 
0.00031, -0.05469, 6.50000, 3.54688 
0.00063, -0.46875, 9.28125, 2.65625 
0.00094, -0.85938, 8.79688, 0.93750 
0.00125, -0.94531, 3.52344, -0.41406 
0.00156, 0.13281, -2.58594, -1.56250 
0.00187, 0.13281, -2.58594, -1.56250 
0.00219, 0.56250, -9.39844, 0.74219 
0.00250, 0.56250, -9.39844, 0.74219 
0.00281, 0.64844, -1.18750, 2.89062 
0.00313, 0.64844, -1.18750, 2.89062 
0.00344, -0.16406, 5.76562, 3.02344 
0.00375, -0.34375, 9.07031, 2.20312 
0.00406, -1.01562, 9.27344, 0.47656 
0.00438, -0.91406, 4.29688, -0.99219 
0.00469, 0.29688, -1.65625, -2.13281 
0.00500, -0.04688, -7.53125, -1.14062 
0.00531, 1.02344, -9.16406, -0.11719 
0.00562, 0.78125, -7.46094, 2.02344 
0.00594, 0.86719, -1.81250, 2.21094 
0.00625, 0.12500, 5.05469, 2.34375 
0.00656, -0.20312, 8.88281, 1.94531 
0.00688, -1.25000, 9.61719, 0.59375 
0.00719, -0.71875, 5.02344, -1.09375 
0.00750, -0.25000, -0.71875, -2.11719 
0.00781, 0.07812, -6.78906, -1.68750 
0.00813, 0.95312, -9.07031, -0.40625 
0.00844, 1.26562, -8.03125, 1.56250 
0.00875, 0.59375, -2.41406, 2.72656 
0.00906, 0.31250, 4.17188, 2.50781 
0.00937, -0.14062, 8.65625, 2.45312 
0.00969, -1.28906, 9.82812, 0.84375 
0.01000, -0.57812, 5.75000, -0.69531 
0.01031, -0.39844, 0.10938, -1.66406 
0.01063, 0.17188, -6.28906, -1.16406 
0.01094, 0.83594, -8.99219, -0.22656 
0.01125, 1.14844, -8.61719, 2.21094 
0.01156, 0.67188, -3.01562, 3.15625 
0.01188, 0.39844, 3.27344, 2.95312 
0.01219, 0.21094, 8.57812, 2.80469 
0.01250, -1.39062, 9.92188, 2.00000 
0.01281, -0.49219, 6.25000, 0.00000 
0.01312, -0.75000, 0.57031, -0.86719 
0.01344, 0.44531, -5.86719, -0.95312 
0.01375, 0.59375, -8.86719, -0.08594 
0.01406, 1.46875, -8.93750, 2.36719 
0.01438, 0.14844, -3.45312, 4.12500 
0.01469, 0.14844, -3.45312, 4.12500 
0.01500, 0.85938, 2.35156, 3.25000 
0.01531, -0.04688, 8.09375, 3.20312 
0.01562, -1.01562, 9.53906, 2.17188 
0.01594, -0.64844, 6.55469, 0.34375 
0.01625, -0.76562, 1.13281, -0.53906 
0.01656, 0.00000, -5.19531, -0.76562 
0.01688, 1.25781, -8.63281, -0.39062 
0.01719, 0.83594, -9.25781, 1.74219 
0.01750, 0.71875, -4.27344, 3.71875 
0.01781, 0.46094, 1.13281, 3.30469 
0.01812, -0.38281, 7.59375, 2.95312 
0.01844, -0.15625, 9.36719, 1.31250 
0.01875, -1.01562, 7.19531, 0.37500 
0.01906, -0.65625, 1.81250, -0.86719 
0.01937, -0.15625, -4.42188, -1.17188 
0.01969, 0.75781, -8.63281, -0.90625 
0.02000, 0.87500, -9.49219, 0.64062 
0.02031, 1.71094, -5.21094, 2.28125 
0.02063, -0.17969, 0.36719, 3.37500 
0.02094, -0.35938, 7.30469, 3.40625 
0.02125, 0.20312, 9.39844, 0.73438 
0.02156, -1.53125, 8.34375, -0.37500 
0.02188, 0.25000, 2.46094, -2.27344 
0.02219, -0.31250, -3.67188, -1.08594 
0.02250, 0.30469, -8.65625, -0.72656 
0.02281, 0.60938, -9.51562, 0.67188 
0.02312, 1.30469, -5.64844, 1.30469 
0.02344, 0.21094, -0.13281, 2.39062 
0.02375, 0.33594, 6.89844, 2.44531 
0.02406, -0.73438, 9.52344, 2.09375 
0.02438, -0.61719, 8.68750, -0.03125 
0.02469, -0.89844, 3.39062, -1.41406 
0.02500, -0.42969, -3.21875, -1.80469 
0.02531, 1.00781, -8.29688, -1.59375 
0.02563, 0.19531, -9.62500, 0.81250 
0.02594, 1.50781, -6.41406, 2.07031 
0.02625, 0.23438, -0.60156, 3.32812 
0.02656, 0.23438, -0.60156, 3.32812 
0.02687, 0.17188, 6.32031, 2.62500 
0.02719, -0.70312, 9.41406, 2.43750 
0.02750, -1.06250, 9.05469, 0.60156 
0.02781, -0.77344, 4.03906, -0.89062 
0.02813, 0.08594, -2.17969, -1.66406 
0.02844, 0.63281, -8.02344, -0.71094 
0.02875, 0.74219, -9.39062, 0.92969 
0.02906, 1.21094, -7.17969, 2.82812 
0.02938, 0.66406, -1.32812, 3.56250 
0.02969, -0.05469, 5.60938, 3.33594 
0.03000, -1.24219, 9.18750, 3.03125 
0.03031, 0.07031, 9.48438, 0.08594 
0.03062, -1.57031, 4.56250, 0.11719 
0.03094, 0.67969, -1.57031, -1.44531 
0.03125, 0.04688, -7.62500, 0.37500 
0.03156, 1.03125, -9.42188, 0.64844 
0.03188, 0.95312, -7.75781, 2.99219 
0.03219, 0.91406, -1.92969, 2.92188 
0.03250, -0.23438, 4.95312, 3.43750 
0.03281, -0.37500, 9.00000, 2.51562 
0.03313, -0.58594, 9.94531, 1.53906 
0.03344, -1.77344, 5.06250, 0.19531 
0.03375, 0.68750, -0.88281, -1.87500 
0.03406, 0.22656, -7.10156, -0.74219 
0.03438, 0.92188, -9.53125, 0.31250 
0.03469, 1.21094, -8.12500, 2.58594 
0.03500, 0.57812, -2.50000, 3.12500 
0.03531, -0.20312, 4.42188, 2.90625 
0.03563, 0.34375, 8.89844, 1.75000 
0.03594, -1.67969, 9.83594, 1.21094 
0.03625, -0.25000, 5.58594, -0.27344 
0.03656, -0.85938, -0.30469, -1.09375 
0.03687, 0.35938, -6.50781, -1.75000 
0.03719, 1.28906, -9.04688, -1.03125 
0.03750, 1.17969, -8.57812, 1.61719 
0.03781, 0.70312, -2.76562, 3.18750 
0.03812, 0.21094, 3.50000, 2.87500 
0.03844, -0.42188, 8.54688, 2.17188 
0.03875, -0.75781, 9.80469, 0.55469 
0.03906, -1.24219, 5.97656, -0.66406 
0.03938, 0.10156, 0.43750, -2.25000 
0.03969, 0.10156, 0.43750, -2.25000 
0.04000, 0.00000, -5.76562, -1.19531 
0.04031, 1.12500, -8.77344, -0.75781 
0.04063, 1.21094, -8.69531, 1.50000 
0.04094, 0.61719, -3.46875, 2.64062 
0.04125, 0.32031, 2.39844, 2.81250 
0.04156, 0.01562, 7.94531, 2.23438 
0.04188, -1.67969, 9.64062, 1.21875 
0.04219, 0.16406, 6.78906, -0.69531 
0.04250, -1.41406, 1.34375, -1.07812 
0.04281, 0.43750, -5.25781, -1.75000 
0.04313, 1.31250, -8.56250, -0.59375 
0.04344, 0.85156, -9.34375, 1.85938 
0.04375, 0.69531, -4.06250, 3.25000 
0.04406, 0.60156, 1.42969, 3.13281 
0.04437, -0.30469, 7.79688, 2.89062 
0.04469, -0.51562, 9.71094, 1.26562 
0.04500, -0.67969, 7.46094, 0.07812 
0.04531, -1.63281, 1.59375, -0.09375 
0.04562, 1.00781, -4.70312, -1.52344 
0.04594, 0.00000, -8.97656, 0.17188 
0.04625, 1.89844, -9.66406, 0.97656 
0.04656, 0.33594, -4.75000, 3.83594 
0.04688, 0.95312, 0.75000, 3.44531 
0.04719, -0.63281, 7.60156, 3.86719 
0.04750, -0.04688, 9.52344, 1.37500 
0.04781, -1.11719, 7.93750, 0.52344 
0.04813, -1.39062, 1.90625, -0.30469 
0.04844, 0.85938, -4.20312, -1.39844 
0.04875, 0.13281, -8.81250, 0.07812 
0.04906, 1.36719, -9.60156, 1.11719 
0.04938, 1.36719, -9.60156, 1.11719 
0.04969, 1.36719, -9.60156, 1.11719 
0.05000, 0.67969, 0.07031, 3.17188 
0.05031, -0.17969, 9.25000, 1.26562 
0.05063, -1.04688, 8.39844, 0.50000 
0.05094, -1.32812, 2.64062, -0.55469 
0.05125, -1.32812, 2.64062, -0.55469 
0.05156, 1.02344, -3.39062, -1.80469 
0.05188, -0.06250, -8.47656, -0.35156 
