time, x, y, z
0.06563, -0.67969, -8.17188, 1.50000 
0.06594, 1.43750, -2.68750, 1.94531 
0.06625, -0.94531, 3.43750, 3.50000 
0.06656, 0.23438, 8.15625, 1.89062 
0.06688, -0.64062, 9.26562, 0.66406 
0.06719, -0.69531, 5.64844, -0.67188 
0.06750, -0.28906, 0.38281, -1.57812 
0.06781, 0.00000, -5.43750, -1.45312 
0.06813, 0.75781, -8.40625, -0.83594 
0.06844, 1.00000, -8.50000, 0.75781 
0.06875, 0.75000, -3.43750, 2.12500 
0.06906, 0.44531, 2.14062, 2.80469 
0.06938, -0.18750, 7.71094, 2.88281 
0.06969, -0.87500, 9.19531, 1.06250 
0.07000, -0.25781, 6.52344, -0.65625 
0.07031, -0.58594, 1.42188, -1.18750 
0.07063, -0.17969, -4.50781, -1.22656 
0.07094, 0.75000, -8.23438, -0.67188 
0.07125, 0.75000, -9.07812, 1.12500 
0.07156, 0.86719, -4.50000, 2.36719 
0.07188, 0.59375, 0.88281, 2.93750 
0.07219, -0.11719, 7.27344, 3.44531 
0.07250, -0.93750, 9.23438, 2.19531 
0.07281, -0.50000, 7.18750, 0.08594 
0.07312, -0.56250, 2.17969, -0.81250 
0.07344, -0.56250, 2.17969, -0.81250 
0.07375, -0.12500, -3.78906, -1.06250 
0.07406, 0.96094, -8.24219, -0.60938 
0.07437, 0.64062, -9.26562, 1.62500 
0.07469, 1.05469, -5.47656, 2.88281 
0.07500, 0.35938, -0.10938, 3.42188 
0.07531, 0.10156, 6.60938, 3.53125 
0.07562, -0.95312, 8.93750, 2.64844 
0.07594, -0.31250, 7.96094, 0.37500 
0.07625, -0.94531, 3.07812, -0.18750 
0.07656, 0.22656, -2.75000, -0.99219 
0.07687, 0.55469, -7.69531, -0.24219 
0.07719, 0.60938, -9.14062, 1.10938 
0.07750, 1.07812, -6.42969, 2.60938 
0.07781, 0.29688, -1.06250, 3.35938 
0.07812, -0.03906, 5.50000, 3.37500 
0.07844, -0.53906, 8.77344, 2.48438 
0.07875, -0.65625, 8.67969, 0.62500 
0.07906, -0.84375, 4.38281, -0.30469 
0.07938, 0.34375, -1.57031, -1.49219 
0.07969, 0.09375, -7.03906, -0.41406 
0.08000, 0.75000, -8.91406, 0.45312 
0.08031, 1.03906, -7.30469, 1.71094 
0.08063, 0.50781, -1.77344, 2.64062 
0.08094, -0.05469, 4.48438, 2.92969 
0.08125, -0.37500, 8.42969, 2.14844 
0.08156, -0.89062, 9.23438, 0.57812 
0.08188, -0.73438, 5.20312, -0.47656 
0.08219, -0.17188, -0.25000, -1.85938 
0.08250, 0.28906, -6.33594, -1.19531 
0.08281, 0.46094, -8.60938, -0.08594 
0.08313, 1.24219, -7.95312, 1.14844 
0.08344, 0.50781, -2.47656, 2.21875 
0.08375, 0.28906, 3.34375, 2.62500 
0.08406, -0.10156, 7.83594, 2.18750 
0.08438, -0.96094, 9.23438, 0.77344 
0.08469, -0.51562, 6.00000, -0.34375 
0.08500, -0.51562, 6.00000, -0.34375 
0.08531, -0.40625, 0.83594, -1.60938 
0.08563, 0.38281, -5.36719, -1.57031 
0.08594, 0.80469, -8.51562, -0.53125 
0.08625, 0.96094, -8.50000, 1.42188 
0.08656, 0.73438, -3.38281, 2.40625 
0.08688, 0.28906, 2.04688, 2.71875 
0.08719, 0.32031, 7.36719, 2.20312 
0.08750, -0.92188, 9.14844, 1.75000 
0.08781, -0.64844, 6.77344, 0.36719 
0.08812, -0.53906, 1.60938, -0.75000 
0.08844, -0.00781, -4.75000, -1.47656 
0.08875, 1.42969, -8.68750, -0.88281 
0.08906, 1.00781, -9.15625, 1.33594 
0.08937, 0.27344, -4.31250, 3.64062 
0.08969, 1.48438, 0.90625, 2.77344 
0.09000, -0.88281, 7.10156, 3.54688 
0.09031, 0.11719, 8.89844, 1.50000 
0.09062, -0.85156, 7.38281, 1.00000 
0.09094, -0.81250, 2.33594, -0.32031 
0.09125, -0.10938, -3.85156, -0.78125 
0.09156, 1.07812, -8.32031, -0.82812 
0.09187, 0.48438, -9.24219, 0.98438 
0.09219, 1.56250, -5.44531, 2.60938 
0.09250, -1.38281, -0.03906, 4.56250 
0.09281, 0.87500, 6.34375, 2.67188 
0.09312, -1.09375, 8.75000, 2.53906 
0.09344, -0.51562, 8.12500, 0.39062 
0.09375, -0.85156, 3.34375, -0.09375 
0.09406, 0.30469, -2.44531, -1.15625 
0.09438, 0.06250, -7.71875, -0.10156 
0.09469, 1.21094, -8.92188, 0.10938 
0.09500, -0.21875, -6.32031, 2.49219 
0.09531, 1.11719, -1.08594, 3.04688 
0.09563, -0.17188, 5.53125, 3.51562 
0.09594, -0.39844, 8.78906, 2.19531 
0.09625, -0.03906, 8.88281, 0.31250 
0.09656, -0.03906, 8.88281, 0.31250 
0.09688, -1.06250, 4.38281, -0.44531 
0.09719, 0.32031, -1.54688, -1.54688 
0.09750, -0.05469, -7.05469, -0.67188 
0.09781, 0.78906, -9.03906, -0.16406 
0.09813, 0.96094, -7.39844, 1.53125 
0.09844, 0.57812, -1.96094, 2.45312 
0.09875, 0.03906, 4.56250, 2.95312 
0.09906, -0.37500, 8.54688, 2.42188 
0.09938, -0.87500, 9.23438, 0.50781 
0.09969, -0.46875, 5.19531, -1.02344 
0.10000, -0.14062, -0.40625, -1.64062 
0.10031, -0.14062, -6.09375, -1.07812 
0.10063, 0.96094, -8.55469, -0.47656 
0.10094, 0.97656, -8.03906, 1.42188 
0.10125, 0.64062, -2.75000, 2.23438 
0.10156, 0.42188, 3.28906, 2.47656 
0.10188, -0.32812, 7.96875, 2.78125 
0.10219, -1.00000, 9.32812, 1.20312 
0.10250, -0.75000, 5.84375, -0.47656 
0.10281, -0.03125, 0.75781, -1.72656 
0.10313, -0.48438, -5.17188, -1.11719 
0.10344, 1.31250, -8.37500, -0.86719 
0.10375, 0.71875, -8.66406, 1.78906 
0.10406, 0.90625, -3.77344, 2.64844 
0.10437, 0.29688, 1.89844, 3.05469 
0.10469, 0.08594, 7.54688, 3.00000 
0.10500, -1.19531, 9.25000, 1.95312 
0.10531, -0.42969, 6.64844, -0.14062 
0.10562, -0.50781, 1.54688, -0.79688 
0.10594, -0.21875, -4.35156, -1.03125 
0.10625, 1.04688, -8.42969, -0.62500 
0.10656, 0.98438, -9.19531, 1.50000 
0.10687, 0.86719, -4.67969, 3.12500 
0.10719, 0.53906, 0.66406, 3.40625 
0.10750, -0.15625, 7.21094, 3.57812 
0.10781, -0.92188, 9.03125, 2.27344 
0.10812, -0.24219, 7.34375, 0.12500 
0.10844, -0.24219, 7.34375, 0.12500 
0.10875, -0.75781, 2.21875, -0.53125 
0.10906, -0.02344, -3.66406, -0.84375 
0.10938, 0.94531, -8.06250, -0.33594 
0.10969, 0.42188, -9.28906, 1.46875 
0.11000, 1.24219, -5.63281, 2.53906 
0.11031, 0.23438, -0.33594, 3.38281 
0.11063, 0.02344, 6.23438, 3.27344 
0.11094, -0.80469, 8.89844, 2.41406 
0.11125, -0.41406, 8.10938, 0.28906 
0.11156, -0.75781, 3.46094, -0.50781 
0.11188, 0.28906, -2.47656, -1.60156 
0.11219, 0.21094, -7.73438, -0.15625 
0.11250, 0.97656, -9.00781, 0.50000 
0.11281, 0.52344, -6.68750, 2.24219 
0.11313, 0.79688, -1.03125, 2.38281 
0.11344, -0.25000, 5.39062, 3.19531 
0.11375, -0.40625, 8.67969, 1.89062 
0.11406, -0.81250, 8.94531, 0.60156 
0.11438, -0.60938, 4.55469, -0.61719 
0.11469, 0.00781, -1.17188, -1.84375 
0.11500, 0.17969, -7.08594, -1.25781 
0.11531, 0.82031, -8.81250, 0.11719 
0.11563, 0.36719, -7.40625, 2.02344 
0.11594, 0.83594, -1.84375, 2.00781 
0.11625, 0.17188, 4.44531, 2.43750 
0.11656, -0.14844, 8.12500, 1.96875 
0.11688, -0.82812, 9.23438, 0.87500 
0.11719, -0.58594, 5.35156, -0.22656 
0.11750, -0.37500, -0.15625, -1.50000 
0.11781, 0.23438, -6.15625, -1.60938 
0.11813, 0.71094, -8.71094, -0.66406 
0.11844, 1.31250, -8.02344, 1.25000 
0.11875, -0.67969, -2.71875, 3.60938 
0.11906, 1.25000, 3.15625, 1.89844 
0.11938, -0.47656, 7.73438, 2.57031 
0.11969, -0.76562, 9.19531, 1.01562 
0.12000, -0.50781, 6.28125, 0.35156 
0.12031, -0.50781, 6.28125, 0.35156 
0.12062, -0.53125, 1.00000, -1.07812 
0.12094, -0.39062, -5.40625, -0.89844 
0.12125, 1.28906, -8.46094, -1.05469 
0.12156, 0.04688, -8.74219, 1.21875 
0.12187, 0.90625, -3.60156, 2.91406 
0.12219, -0.60938, 1.90625, 4.08594 
0.12250, 0.46094, 7.43750, 2.60938 
0.12281, -0.64844, 9.21875, 1.67188 
0.12312, -0.56250, 6.78125, 0.33594 
0.12344, -0.67188, 1.54688, -0.53125 
0.12375, -0.18750, -4.60938, -0.85938 
0.12406, 0.59375, -8.57031, -0.19531 
0.12437, 1.50000, -8.82031, 0.86719 
0.12469, 1.62500, -4.39844, 3.27344 
0.12500, -0.14062, 0.67188, 4.19531 
0.12531, 1.12500, 6.69531, 2.86719 
0.12563, -1.74219, 8.90625, 2.72656 
0.12594, 0.25000, 7.52344, -0.26562 
0.12625, -1.12500, 2.55469, -0.28906 
0.12656, 0.32812, -3.43750, -1.14844 
0.12688, 0.17188, -8.07031, 0.00781 
0.12719, 1.39844, -8.99219, 0.51562 
0.12750, 0.56250, -5.70312, 2.67188 
0.12781, 0.64062, -0.54688, 2.78906 
0.12812, -0.21875, 6.17188, 3.53906 
0.12844, -0.48438, 8.71094, 2.14844 
0.12875, -0.78906, 8.42188, 0.40625 
0.12906, -0.39062, 3.61719, -1.16406 
0.12937, -0.00781, -2.29688, -1.22656 
0.12969, 0.38281, -7.50000, -0.82031 
0.13000, 0.60156, -9.08594, 0.39844 
0.13031, 1.10156, -6.75000, 1.78125 
